Date,Open,High,Low,Close,Adj Close,Volume
2020-05-28,2.630000,2.680000,2.520000,2.530000,2.530000,114700
2020-05-29,2.520000,2.690000,2.470000,2.480000,2.480000,256800
2020-06-01,2.480000,2.680000,2.480000,2.610000,2.610000,212700
2020-06-02,2.600000,2.720000,2.530000,2.670000,2.670000,295200
2020-06-03,2.610000,2.660000,2.550000,2.590000,2.590000,222000
2020-06-04,2.560000,2.700000,2.500000,2.610000,2.610000,422000
2020-06-05,2.600000,2.820000,2.590000,2.720000,2.720000,427500
2020-06-08,2.720000,2.780000,2.560000,2.640000,2.640000,557900
2020-06-09,2.600000,2.750000,2.570000,2.670000,2.670000,228200
2020-06-10,2.670000,2.900000,2.660000,2.750000,2.750000,511900
2020-06-11,2.610000,2.720000,2.410000,2.450000,2.450000,415400
2020-06-12,2.500000,2.630000,2.400000,2.450000,2.450000,173000
2020-06-15,2.400000,2.460000,2.350000,2.420000,2.420000,248800
2020-06-16,2.460000,2.530000,2.400000,2.440000,2.440000,139200
2020-06-17,2.480000,2.480000,2.330000,2.330000,2.330000,164900
2020-06-18,2.320000,2.390000,2.200000,2.240000,2.240000,235300
2020-06-19,2.300000,2.390000,2.270000,2.360000,2.360000,192600
2020-06-22,2.310000,2.330000,2.220000,2.260000,2.260000,166600
2020-06-23,2.280000,2.310000,2.110000,2.170000,2.170000,350100
2020-06-24,2.140000,2.250000,2.040000,2.210000,2.210000,258000
2020-06-25,2.250000,2.420000,2.190000,2.420000,2.420000,501400
2020-06-26,2.420000,2.430000,2.270000,2.300000,2.300000,1971900
2020-06-29,2.320000,2.400000,2.300000,2.360000,2.360000,135800
2020-06-30,2.310000,2.390000,2.220000,2.230000,2.230000,116700
2020-07-01,2.240000,2.290000,2.190000,2.240000,2.240000,159200
2020-07-02,2.280000,2.320000,2.140000,2.210000,2.210000,210400
2020-07-06,2.200000,2.270000,2.170000,2.260000,2.260000,156100
2020-07-07,2.280000,2.280000,2.120000,2.120000,2.120000,175200
2020-07-08,2.200000,2.230000,2.080000,2.150000,2.150000,199700
2020-07-09,2.150000,2.150000,2.060000,2.090000,2.090000,145400
2020-07-10,2.090000,2.140000,2.060000,2.100000,2.100000,114900
2020-07-13,2.120000,2.120000,2.010000,2.020000,2.020000,118400
2020-07-14,2.020000,2.080000,2.000000,2.060000,2.060000,138100
2020-07-15,2.070000,2.100000,2.040000,2.080000,2.080000,134500
2020-07-16,2.040000,2.120000,2.040000,2.110000,2.110000,76800
2020-07-17,2.080000,2.270000,2.080000,2.180000,2.180000,215000
2020-07-20,2.260000,2.280000,2.210000,2.240000,2.240000,117200
2020-07-21,2.230000,2.260000,2.160000,2.200000,2.200000,107200
2020-07-22,2.200000,2.200000,2.140000,2.160000,2.160000,52400
2020-07-23,2.140000,2.200000,2.090000,2.140000,2.140000,80800
2020-07-24,2.110000,2.160000,2.090000,2.100000,2.100000,74900
2020-07-27,2.130000,2.650000,2.130000,2.620000,2.620000,1645700
2020-07-28,9.630000,11.800000,7.620000,7.940000,7.940000,284666800
2020-07-29,18.430000,60.000000,17.500000,33.200001,33.200001,276020100
2020-07-30,43.580002,44.439999,27.500000,29.830000,29.830000,98747500
2020-07-31,25.020000,25.700001,20.270000,21.850000,21.850000,57453900
2020-08-03,21.129999,21.160000,14.740000,14.940000,14.940000,47189200
2020-08-04,15.080000,17.879999,12.860000,14.400000,14.400000,65895200
2020-08-05,15.510000,16.000000,13.720000,14.900000,14.900000,25624900
2020-08-06,15.110000,17.500000,14.800000,16.110001,16.110001,39493100
2020-08-07,15.790000,16.750000,14.570000,14.880000,14.880000,16089100
2020-08-10,8.900000,11.600000,8.500000,10.730000,10.730000,47435800
2020-08-11,11.260000,11.350000,9.950000,10.010000,10.010000,19420200
2020-08-12,10.400000,10.470000,9.540000,9.720000,9.720000,9539900
2020-08-13,9.500000,9.670000,9.010000,9.200000,9.200000,8791200
2020-08-14,9.070000,9.180000,8.220000,8.430000,8.430000,10571500
2020-08-17,8.340000,8.370000,7.550000,7.640000,7.640000,9350300
2020-08-18,7.340000,13.690000,6.680000,8.010000,8.010000,71841300
2020-08-19,8.200000,9.090000,7.800000,7.880000,7.880000,28659398
